,Model,Year,Price,Transmission,Mileage,Fuel_type,Tax,Fuel_cons_mpg,Engine_size,Automatic,Manual,Semi-Auto
8818, 3 Series,2019,31489,Automatic,7834,1,145,49.6,2.0,1,0,0
8819, X4,2020,44899,Automatic,100,2,145,26.9,3.0,1,0,0
8820, 3 Series,2020,34900,Automatic,100,1,145,50.4,2.0,1,0,0
8821, 3 Series,2020,39900,Automatic,13,1,145,44.1,3.0,1,0,0
8822, X6,2019,58900,Automatic,15,1,145,34.9,3.0,1,0,0
8823, 3 Series,2016,12000,Manual,42119,1,30,67.3,2.0,0,1,0
8824, 5 Series,2014,13500,Automatic,41522,1,30,62.8,2.0,1,0,0
8825, 1 Series,2015,13600,Automatic,38046,1,20,67.3,2.0,1,0,0
8826, 1 Series,2017,15800,Automatic,30257,1,145,68.9,2.0,1,0,0
8827, X4,2018,27800,Automatic,17878,1,145,54.3,2.0,1,0,0
8828, 4 Series,2016,17300,Automatic,32837,1,30,65.7,2.0,1,0,0
8829, 3 Series,2015,13100,Manual,36801,1,30,61.4,2.0,0,1,0
8830, X1,2016,17400,Manual,28999,1,125,58.9,2.0,0,1,0
8831, 5 Series,2017,22400,Automatic,16942,2,145,48.7,2.0,1,0,0
8832, 3 Series,2018,22800,Automatic,18627,2,145,47.9,2.0,1,0,0
8833, 2 Series,2018,18490,Automatic,7913,1,145,56.5,1.5,1,0,0
8834, 4 Series,2015,16900,Automatic,57317,2,160,44.8,2.0,1,0,0
8835, i3,2015,17400,Automatic,29465,5,0,470.8,1.0,1,0,0
8836, X3,2018,30990,Automatic,13034,1,145,54.3,2.0,1,0,0
8837, 1 Series,2017,21990,Automatic,13905,2,145,39.8,3.0,1,0,0
8838, 3 Series,2014,15490,Manual,47701,1,145,55.4,2.0,0,1,0
8839, 1 Series,2015,11490,Manual,62538,2,30,56.5,1.5,0,1,0
8840, 4 Series,2018,22900,Automatic,15814,2,145,48.7,2.0,1,0,0
8841, X1,2019,26990,Automatic,7288,2,145,39.8,2.0,1,0,0
8842, Z4,2020,39990,Automatic,1784,2,150,33.2,3.0,1,0,0
8843, 2 Series,2015,12690,Manual,29400,1,20,68.9,2.0,0,1,0
8844, 3 Series,2019,33890,Automatic,2993,1,150,47.9,3.0,1,0,0
8845, 1 Series,2018,18995,Automatic,11885,2,150,36.7,2.0,1,0,0
8846, X1,2020,33400,Manual,321,1,145,50.4,2.0,0,1,0
8847, 3 Series,2020,43900,Automatic,11,2,145,34.9,3.0,1,0,0
8848, i8,2015,44990,Automatic,43323,3,0,134.5,1.5,1,0,0
8849, 3 Series,2014,9500,Automatic,75083,1,20,68.9,2.0,1,0,0
8850, 3 Series,2015,13000,Manual,34533,1,125,60.1,2.0,0,1,0
8851, 3 Series,2016,10000,Automatic,84878,1,0,74.3,2.0,1,0,0
8852, 3 Series,2015,19690,Automatic,47741,1,200,49.6,3.0,1,0,0
8853, 6 Series,2015,18990,Automatic,62953,1,160,51.4,3.0,1,0,0
8854, 3 Series,2016,20400,Automatic,40421,1,160,51.4,3.0,1,0,0
8855, 2 Series,2019,23900,Automatic,2426,1,145,47.1,2.0,1,0,0
8856, 3 Series,2016,15400,Manual,21854,2,145,48.7,2.0,0,1,0
8857, 2 Series,2018,19990,Automatic,19234,1,145,47.1,2.0,1,0,0
8858, X3,2016,21990,Automatic,35121,1,145,54.3,2.0,1,0,0
8859, 3 Series,2014,14500,Automatic,45140,1,125,57.6,3.0,1,0,0
8860, 3 Series,2016,10000,Automatic,104720,2,125,51.4,1.5,1,0,0
8861, 4 Series,2016,13000,Automatic,129590,2,150,48.7,2.0,1,0,0
8862, 2 Series,2016,13995,Manual,36250,1,30,64.2,2.0,0,1,0
8863, 3 Series,2007,5795,Automatic,83350,2,325,31.4,3.0,1,0,0
8864, 3 Series,2020,29490,Automatic,12,2,145,42.2,2.0,1,0,0
8865, 3 Series,2019,26899,Automatic,11512,1,145,52.3,2.0,1,0,0
8866, 1 Series,2019,26989,Automatic,5444,1,145,51.4,2.0,1,0,0
8867, 3 Series,2020,34900,Automatic,10,2,145,40.4,2.0,1,0,0
8868, 3 Series,2018,20690,Automatic,16986,1,145,64.2,2.0,1,0,0
8869, 2 Series,2016,13900,Manual,38811,1,20,68.9,1.5,0,1,0
8870, 5 Series,2016,14499,Automatic,53689,1,30,62.8,2.0,1,0,0
8871, 2 Series,2014,11000,Manual,37148,1,30,62.8,2.0,0,1,0
8872, 1 Series,2014,9500,Manual,36672,1,30,65.7,2.0,0,1,0
8873, X1,2016,13999,Manual,30466,1,20,68.9,2.0,0,1,0
8874, 2 Series,2016,11999,Automatic,68945,1,20,68.9,1.5,1,0,0
8875, 1 Series,2016,17199,Manual,18706,2,260,36.2,3.0,0,1,0
8876, 3 Series,2012,7500,Manual,75453,1,30,62.8,2.0,0,1,0
8877, 2 Series,2017,16500,Manual,66410,2,260,36.2,3.0,0,1,0
8878, 5 Series,2014,11695,Automatic,65520,1,30,62.8,2.0,1,0,0
8879, 3 Series,2014,14500,Automatic,48760,1,125,57.6,3.0,1,0,0
8880, 1 Series,2014,6795,Manual,102520,1,30,62.8,2.0,0,1,0
8881, 3 Series,2015,12500,Automatic,107940,1,145,56.5,3.0,1,0,0
8882, 4 Series,2016,12000,Automatic,117230,1,30,65.7,2.0,1,0,0
8883, X3,2015,13000,Manual,105320,1,160,52.3,2.0,0,1,0
8884, 1 Series,2016,8000,Manual,101980,1,20,68.9,2.0,0,1,0
8885, 2 Series,2015,7395,Manual,100230,1,20,68.9,2.0,0,1,0
8886, 4 Series,2015,14000,Automatic,58900,1,30,65.7,2.0,1,0,0
8887, 3 Series,2015,13295,Automatic,76720,1,165,51.4,3.0,1,0,0
8888, 1 Series,2018,13425,Manual,22045,2,150,53.3,1.5,0,1,0
8889, 3 Series,2016,11250,Automatic,70600,1,30,70.6,2.0,1,0,0
8890, 3 Series,2016,14195,Automatic,56140,3,0,148.7,2.0,1,0,0
8891, 5 Series,2016,12295,Automatic,97930,1,125,60.1,2.0,1,0,0
8892, 2 Series,2016,10500,Manual,83200,1,30,64.2,2.0,0,1,0
8893, 3 Series,2017,13999,Manual,23608,2,150,48.7,2.0,0,1,0
8894, 1 Series,2013,10125,Manual,61040,2,205,42.8,2.0,0,1,0
8895, 7 Series,2006,4995,Automatic,81000,1,325,34.4,3.0,1,0,0
8896, 3 Series,2009,4195,Manual,70000,2,165,47.9,2.0,0,1,0
8897, 1 Series,2014,10395,Manual,25000,1,0,74.3,1.6,0,1,0
8898, 3 Series,2017,15350,Automatic,40244,1,30,64.2,2.0,1,0,0
8899, 1 Series,2016,11500,Manual,54156,1,30,65.7,2.0,0,1,0
8900, 1 Series,2018,13750,Manual,17613,2,145,37.7,1.5,0,1,0
8901, X1,2016,17225,Manual,17531,1,125,58.9,2.0,0,1,0
8902, 3 Series,2017,8795,Manual,108190,1,30,62.8,2.0,0,1,0
8903, 1 Series,2015,10695,Automatic,52770,2,145,48.7,1.6,1,0,0
8904, 3 Series,2014,8000,Manual,99920,1,125,58.9,2.0,0,1,0
8905, 3 Series,2016,14295,Automatic,94810,3,0,134.5,2.0,1,0,0
8906, 3 Series,2014,8795,Manual,130340,1,145,55.4,2.0,0,1,0
8907, 5 Series,2016,11000,Automatic,100170,1,20,68.9,2.0,1,0,0
8908, 3 Series,2016,19495,Automatic,27500,1,160,51.4,3.0,1,0,0
8909, 3 Series,2014,11295,Automatic,52117,1,30,62.8,2.0,1,0,0
8910, 3 Series,2015,13980,Automatic,36816,1,30,70.6,2.0,1,0,0
8911, 3 Series,2009,5695,Semi-Auto,110931,1,160,51.4,2.0,0,0,1
8912, 4 Series,2015,14995,Manual,51611,1,125,58.9,2.0,0,1,0
8913, 7 Series,2014,13999,Automatic,53329,1,160,50.4,3.0,1,0,0
8914, X1,2017,17299,Automatic,35779,1,145,55.4,2.0,1,0,0
8915, 3 Series,2015,8500,Manual,71915,1,20,68.9,2.0,0,1,0
8916, 2 Series,2017,16350,Automatic,13750,1,145,62.8,2.0,1,0,0
8917, X1,2013,9995,Manual,44013,1,160,51.4,2.0,0,1,0
8918, 3 Series,2015,10000,Automatic,99530,1,30,67.3,2.0,1,0,0
8919, 3 Series,2016,14295,Automatic,86060,3,0,134.5,2.0,1,0,0
8920, 3 Series,2015,9500,Manual,128850,1,145,56.5,2.0,0,1,0
8921, X3,2016,15500,Manual,72070,1,160,52.3,2.0,0,1,0
8922, X3,2016,16295,Automatic,81050,1,150,54.3,2.0,1,0,0
8923, 5 Series,2016,9000,Manual,93240,1,30,65.7,2.0,0,1,0
8924, 1 Series,2015,11695,Automatic,58620,1,20,67.3,2.0,1,0,0
8925, 3 Series,2010,3800,Manual,156800,1,125,58.9,2.0,0,1,0
8926, 3 Series,2012,8985,Automatic,67458,1,30,62.8,2.0,1,0,0
8927, 4 Series,2014,13991,Automatic,44042,1,125,57.7,2.0,1,0,0
8928, X1,2012,7985,Automatic,82570,1,150,56.5,2.0,1,0,0
8929, X3,2015,13985,Automatic,77120,1,150,54.3,2.0,1,0,0
8930, X5,2013,21000,Automatic,52000,1,200,45.6,3.0,1,0,0
8931, 3 Series,2013,9489,Manual,52757,1,30,62.8,2.0,0,1,0
8932, 3 Series,2017,18999,Automatic,24658,3,0,134.5,2.0,1,0,0
8933, 5 Series,2016,15499,Automatic,35487,1,30,65.7,2.0,1,0,0
8934, 2 Series,2015,14700,Automatic,32882,1,125,60.1,0.0,1,0,0
8935, 2 Series,2016,14999,Manual,21985,2,160,44.1,2.0,0,1,0
8936, 5 Series,2013,11299,Automatic,73876,1,145,55.4,3.0,1,0,0
8937, 1 Series,2016,10399,Manual,33546,1,0,83.1,1.5,0,1,0
8938, 3 Series,2013,10995,Manual,45883,1,30,62.8,2.0,0,1,0
8939, 3 Series,2016,16995,Automatic,14867,1,145,56.5,3.0,1,0,0
8940, 5 Series,2014,13995,Automatic,48280,1,30,62.8,2.0,1,0,0
8941, 1 Series,2015,10495,Manual,27000,1,0,78.5,1.5,0,1,0
8942, 5 Series,2016,12494,Automatic,49305,1,20,68.9,2.0,1,0,0
8943, 5 Series,2016,13699,Automatic,36813,1,20,68.9,2.0,1,0,0
8944, X1,2016,15994,Manual,24984,1,125,58.9,2.0,0,1,0
8945, X5,2018,47994,Automatic,19750,1,140,47.1,3.0,1,0,0
8946, 3 Series,2007,5994,Automatic,118000,1,300,38.2,3.0,1,0,0
8947, 2 Series,2016,9799,Automatic,67170,1,20,72.4,1.5,1,0,0
8948, 3 Series,2015,13999,Manual,40430,1,145,56.5,2.0,0,1,0
8949, 5 Series,2015,11999,Automatic,74014,1,30,62.8,2.0,1,0,0
8950, 3 Series,2017,18999,Automatic,29528,1,145,64.2,2.0,1,0,0
8951, 3 Series,2015,11999,Manual,40814,1,20,68.9,2.0,0,1,0
8952, 4 Series,2016,18499,Automatic,60018,1,160,49.6,3.0,1,0,0
8953, 4 Series,2016,15499,Manual,32157,2,200,42.8,2.0,0,1,0
8954, 3 Series,2018,21200,Automatic,13590,1,150,64.2,2.0,1,0,0
8955, 3 Series,2018,18000,Automatic,24240,1,150,64.2,0.0,1,0,0
8956, 2 Series,2015,8995,Automatic,64888,1,20,68.9,2.0,1,0,0
8957, 3 Series,2016,16999,Manual,18520,2,200,43.5,2.0,0,1,0
8958, 1 Series,2015,9499,Manual,54228,1,0,83.1,1.5,0,1,0
8959, 1 Series,2013,7399,Manual,58149,1,0,74.3,1.6,0,1,0
8960, 5 Series,2017,24999,Automatic,5336,3,135,156.9,2.0,1,0,0
8961, 4 Series,2015,15499,Manual,32423,1,145,53.3,2.0,0,1,0
8962, 5 Series,2017,22199,Automatic,21319,1,145,62.8,2.0,1,0,0
8963, 5 Series,2014,14750,Automatic,20741,1,30,62.8,2.0,1,0,0
8964, 1 Series,2015,12059,Automatic,69758,1,125,60.1,2.0,1,0,0
8965, 2 Series,2017,14000,Manual,18234,2,145,52.3,1.5,0,1,0
8966, 1 Series,2016,10599,Manual,27636,1,0,83.1,1.5,0,1,0
8967, 3 Series,2011,4994,Manual,112000,1,30,62.8,2.0,0,1,0
8968, 5 Series,2013,11000,Automatic,86000,1,160,51.4,2.0,1,0,0
8969, 1 Series,2012,6500,Manual,93000,1,30,62.8,2.0,0,1,0
8970, 1 Series,2017,19750,Automatic,29000,2,205,39.8,3.0,1,0,0
8971, 5 Series,2014,11500,Automatic,92000,1,125,57.6,2.0,1,0,0
8972, 1 Series,2013,8000,Manual,50000,2,145,49.6,1.6,0,1,0
8973, 3 Series,2017,13199,Automatic,54962,1,145,74.3,2.0,1,0,0
8974, 5 Series,2016,16399,Automatic,45036,2,160,44.8,2.0,1,0,0
8975, 2 Series,2016,10725,Manual,45930,2,145,48.7,1.5,0,1,0
8976, X1,2016,15199,Automatic,41571,1,125,60.1,2.0,1,0,0
8977, 4 Series,2016,13999,Manual,45253,1,30,67.3,2.0,0,1,0
8978, 1 Series,2014,9999,Manual,63169,1,30,64.2,2.0,0,1,0
8979, 3 Series,2017,15349,Automatic,53347,3,0,148.7,2.0,1,0,0
8980, 1 Series,2016,10699,Manual,34933,1,0,83.1,1.5,0,1,0
8981, 1 Series,2013,9999,Manual,48279,2,145,50.4,1.6,0,1,0
8982, 3 Series,2017,13499,Automatic,52716,1,145,70.6,2.0,1,0,0
8983, X3,2014,14999,Automatic,47925,1,160,50.4,2.0,1,0,0
8984, X3,2015,18699,Automatic,24288,1,145,54.3,2.0,1,0,0
8985, 3 Series,2018,16200,Automatic,10591,1,145,67.3,2.0,1,0,0
8986, 2 Series,2017,16499,Automatic,16888,2,145,51.4,1.5,1,0,0
8987, 2 Series,2017,15887,Automatic,46827,3,135,141.2,1.5,1,0,0
8988, X1,2013,10299,Automatic,33412,1,160,52.3,2.0,1,0,0
8989, 4 Series,2015,15699,Automatic,33689,1,20,70.6,2.0,1,0,0
8990, 1 Series,2016,12599,Manual,29752,1,20,70.6,1.5,0,1,0
8991, 4 Series,2014,14999,Automatic,32463,2,200,43.5,2.0,1,0,0
8992, X1,2017,15399,Manual,18097,1,145,68.9,2.0,0,1,0
8993, 3 Series,2016,15499,Manual,42571,1,125,58.9,2.0,0,1,0
8994, 5 Series,2015,10699,Automatic,93056,1,20,68.9,2.0,1,0,0
8995, 3 Series,2015,13999,Automatic,46531,1,125,61.4,2.0,1,0,0
8996, 1 Series,2012,7899,Manual,85827,1,30,62.8,2.0,0,1,0
8997, 1 Series,2017,14599,Automatic,15361,1,145,72.4,1.5,1,0,0
8998, X5,2017,30999,Automatic,32812,1,145,47.1,3.0,1,0,0
8999, 1 Series,2018,12399,Manual,23635,1,145,72.4,1.5,0,1,0
9000, 5 Series,2016,13119,Manual,51780,1,125,60.1,2.0,0,1,0
9001, 2 Series,2015,10999,Manual,54050,1,20,74.3,1.5,0,1,0
9002, 1 Series,2016,11299,Manual,24441,1,0,78.5,1.5,0,1,0
9003, 3 Series,2015,18499,Automatic,31047,1,160,51.4,3.0,1,0,0
9004, 1 Series,2014,13999,Manual,53832,2,300,35.3,3.0,0,1,0
9005, 2 Series,2017,15999,Automatic,29122,2,125,51.4,1.5,1,0,0
9006, 1 Series,2016,10199,Manual,58305,1,0,83.1,1.5,0,1,0
9007, 3 Series,2014,8199,Manual,94347,1,30,65.7,2.0,0,1,0
9008, 1 Series,2018,14399,Manual,13094,2,145,37.7,1.5,0,1,0
9009, 1 Series,2015,11499,Manual,50127,1,125,57.6,2.0,0,1,0
9010, 3 Series,2013,9999,Manual,74947,1,30,62.8,2.0,0,1,0
9011, 2 Series,2017,14495,Manual,28180,2,125,53.3,1.5,0,1,0
9012, 4 Series,2016,20499,Automatic,16955,1,145,53.3,3.0,1,0,0
9013, 1 Series,2018,21999,Automatic,30400,2,145,39.8,3.0,1,0,0
9014, 4 Series,2016,15499,Automatic,64997,1,145,55.4,3.0,1,0,0
9015, 3 Series,2013,12299,Automatic,43425,1,125,57.6,3.0,1,0,0
9016, 4 Series,2016,11250,Manual,97706,1,30,62.8,2.0,0,1,0
9017, 3 Series,2016,11750,Automatic,50318,1,30,67.3,2.0,1,0,0
9018, 3 Series,2015,13350,Automatic,51126,1,125,57.6,2.0,1,0,0
9019, 4 Series,2015,14999,Automatic,73150,1,160,50.4,3.0,1,0,0
9020, 3 Series,2017,18299,Automatic,32185,3,135,134.5,2.0,1,0,0
9021, 3 Series,2015,9667,Automatic,80739,1,30,62.8,2.0,1,0,0
9022, 4 Series,2017,22550,Automatic,25328,1,145,50.4,3.0,1,0,0
9023, 3 Series,2015,9350,Automatic,91969,1,20,68.9,2.0,1,0,0
9024, 3 Series,2013,8399,Manual,65001,1,20,68.9,2.0,0,1,0
9025, 3 Series,2017,16550,Automatic,20771,1,145,64.2,2.0,1,0,0
9026, 1 Series,2014,8092,Manual,66995,1,30,65.7,2.0,0,1,0
9027, 5 Series,2016,13499,Automatic,72095,1,30,62.8,2.0,1,0,0
9028, 5 Series,2016,13999,Automatic,71353,1,145,56.5,2.0,1,0,0
9029, 1 Series,2017,12499,Automatic,27656,1,145,72.4,1.5,1,0,0
9030, 1 Series,2016,11999,Manual,15066,1,0,83.1,1.5,0,1,0
9031, 3 Series,2014,14250,Automatic,65033,1,160,52.3,3.0,1,0,0
9032, 5 Series,2014,14199,Automatic,30749,1,125,57.6,2.0,1,0,0
9033, 2 Series,2016,18999,Automatic,35159,2,260,37.2,3.0,1,0,0
9034, X1,2014,10999,Manual,26742,1,160,51.4,2.0,0,1,0
9035, 4 Series,2016,10899,Manual,76280,1,30,67.3,2.0,0,1,0
9036, 1 Series,2012,7149,Manual,71842,1,30,62.8,2.0,0,1,0
9037, 1 Series,2016,10299,Manual,36007,1,0,83.1,1.5,0,1,0
9038, X5,2016,27499,Automatic,46720,3,0,85.6,2.0,1,0,0
9039, 2 Series,2016,14879,Automatic,20937,2,125,51.4,1.5,1,0,0
9040, 2 Series,2016,8999,Manual,80051,1,0,74.3,1.5,0,1,0
9041, 1 Series,2015,15499,Automatic,48916,2,235,37.7,3.0,1,0,0
9042, 1 Series,2017,11861,Manual,23268,1,0,78.5,1.5,0,1,0
9043, 1 Series,2016,10849,Manual,32690,1,0,78.5,1.5,0,1,0
9044, 3 Series,2016,16529,Automatic,63679,3,0,134.5,2.0,1,0,0
9045, 5 Series,2016,14999,Automatic,64231,1,145,53.3,3.0,1,0,0
9046, 2 Series,2015,7999,Manual,89569,1,30,62.8,2.0,0,1,0
9047, 2 Series,2017,19350,Automatic,18455,3,135,135.5,1.5,1,0,0
9048, X1,2014,11499,Automatic,46000,1,160,52.3,2.0,1,0,0
9049, 5 Series,2015,12450,Automatic,79315,1,30,62.8,2.0,1,0,0
9050, 1 Series,2016,11557,Manual,26146,2,125,53.3,1.5,0,1,0
9051, 1 Series,2019,15199,Manual,7565,2,145,53.3,1.5,0,1,0
9052, 1 Series,2016,9995,Manual,49782,1,0,78.5,1.5,0,1,0
9053, 1 Series,2014,13083,Automatic,48343,1,125,60.1,2.0,1,0,0
9054, 1 Series,2015,9500,Manual,56941,1,0,83.1,1.5,0,1,0
9055, 2 Series,2015,11399,Automatic,65033,1,20,68.9,2.0,1,0,0
9056, 5 Series,2015,11399,Automatic,92428,1,30,62.8,2.0,1,0,0
9057, 1 Series,2016,10607,Manual,90868,2,125,52.3,1.5,0,1,0
9058, X3,2017,18250,Automatic,36204,1,145,54.3,2.0,1,0,0
9059, 3 Series,2014,10375,Manual,66919,1,125,57.6,2.0,0,1,0
9060, 4 Series,2015,12499,Manual,50452,1,30,62.8,2.0,0,1,0
9061, 1 Series,2016,9899,Manual,47325,1,0,83.1,1.5,0,1,0
9062, 5 Series,2015,14499,Automatic,29269,1,20,68.9,2.0,1,0,0
9063, 1 Series,2016,10999,Manual,35898,1,0,83.1,1.5,0,1,0
9064, 1 Series,2015,10000,Manual,35259,1,0,83.1,1.5,0,1,0
9065, 2 Series,2016,15499,Manual,11448,2,145,47.1,1.5,0,1,0
9066, 5 Series,2016,15999,Automatic,28774,1,30,62.8,2.0,1,0,0
9067, 3 Series,2016,16212,Automatic,31499,1,145,54.3,3.0,1,0,0
9068, 4 Series,2017,14778,Automatic,56292,1,145,70.6,2.0,1,0,0
9069, 1 Series,2014,11250,Automatic,17408,1,20,67.3,2.0,1,0,0
9070, 1 Series,2019,15199,Manual,10844,2,145,53.3,1.5,0,1,0
9071, 1 Series,2016,9349,Manual,71381,1,0,78.5,1.5,0,1,0
9072, 1 Series,2015,12999,Automatic,34267,1,20,70.6,2.0,1,0,0
9073, 3 Series,2010,3690,Manual,96000,1,30,62.8,2.0,0,1,0
9074, X1,2016,18899,Automatic,22780,2,160,44.8,2.0,1,0,0
9075, X1,2016,17499,Automatic,35421,1,145,55.4,2.0,1,0,0
9076, 4 Series,2014,10991,Manual,81978,1,125,60.1,2.0,0,1,0
9077, 3 Series,2013,8991,Manual,64377,1,20,68.9,2.0,0,1,0
9078, 3 Series,2014,9991,Automatic,44287,1,20,68.9,2.0,1,0,0
9079, 6 Series,2017,29991,Automatic,28879,2,145,31.0,4.4,1,0,0
9080, 3 Series,2015,15491,Automatic,35248,1,30,64.2,2.0,1,0,0
9081, X5,2016,25991,Automatic,62756,1,200,47.1,3.0,1,0,0
9082, 3 Series,2017,17488,Automatic,15537,1,30,64.2,2.0,1,0,0
9083, X5,2018,51988,Automatic,9691,2,150,25.4,4.4,1,0,0
9084, 5 Series,2019,28488,Automatic,205,1,145,65.7,2.0,1,0,0
9085, 3 Series,2019,29488,Automatic,7935,1,145,48.7,2.0,1,0,0
9086, 4 Series,2017,16488,Manual,27599,1,150,62.8,2.0,0,1,0
9087, 5 Series,2016,21988,Automatic,29314,1,165,51.4,3.0,1,0,0
9088, 2 Series,2017,17988,Manual,19837,2,150,47.1,1.5,0,1,0
9089, X5,2018,39988,Automatic,16933,3,140,85.6,2.0,1,0,0
9090, X5,2020,53988,Automatic,5000,1,145,37.7,3.0,1,0,0
9091, 2 Series,2019,23447,Automatic,2231,2,145,50.4,2.0,1,0,0
9092, M4,2020,52988,Automatic,10,2,150,34.0,3.0,1,0,0
9093, M4,2020,45488,Automatic,10,2,150,34.0,3.0,1,0,0
9094, M4,2020,49488,Automatic,10,2,150,34.0,3.0,1,0,0
9095, 3 Series,2016,13988,Automatic,42102,2,125,51.4,2.0,1,0,0
9097, 4 Series,2017,25488,Automatic,23910,2,145,41.5,3.0,1,0,0
9098, 1 Series,2019,16499,Automatic,7559,2,145,55.5,1.5,1,0,0
9099, X3,2015,18999,Automatic,21512,1,145,54.3,2.0,1,0,0
9100, 2 Series,2016,12150,Manual,57417,2,125,50.4,1.5,0,1,0
9101, 1 Series,2013,12250,Automatic,48491,1,125,60.1,2.0,1,0,0
9102, 5 Series,2012,8499,Manual,77201,1,30,62.8,2.0,0,1,0
9103, 1 Series,2016,11999,Automatic,38204,1,0,78.5,1.5,1,0,0
9104, 1 Series,2016,10550,Manual,40313,1,0,78.5,1.5,0,1,0
9105, 1 Series,2015,9750,Manual,48534,1,20,72.4,1.5,0,1,0
9106, 1 Series,2016,10999,Manual,27681,1,0,83.1,1.5,0,1,0
9107, X1,2016,14499,Manual,27795,1,20,68.9,2.0,0,1,0
9108, 4 Series,2018,26488,Automatic,21770,2,145,41.5,3.0,1,0,0
9109, 5 Series,2018,28988,Automatic,40820,2,145,39.2,3.0,1,0,0
9110, X3,2020,34988,Automatic,5000,1,145,54.3,2.0,1,0,0
9111, 3 Series,2019,28988,Automatic,4673,1,145,48.7,2.0,1,0,0
9112, 4 Series,2019,25988,Automatic,5000,1,145,65.7,2.0,1,0,0
9113, 1 Series,2019,27988,Automatic,3574,2,145,40.4,1.5,1,0,0
9114, 1 Series,2019,28488,Automatic,6744,2,145,40.4,1.5,1,0,0
9115, 3 Series,2019,28488,Automatic,5741,1,145,48.7,2.0,1,0,0
9116, X5,2019,49488,Automatic,6560,2,145,27.2,3.0,1,0,0
9117, 6 Series,2019,35988,Automatic,3693,1,145,47.9,3.0,1,0,0
9118, X5,2019,49488,Automatic,6748,2,145,27.2,3.0,1,0,0
9119, 3 Series,2020,53988,Automatic,5000,2,145,34.9,3.0,1,0,0
9120, M4,2020,53988,Automatic,5000,2,145,34.0,3.0,1,0,0
9121, X1,2020,28488,Manual,5000,1,145,40.4,2.0,0,1,0
9122, 3 Series,2016,18788,Automatic,49477,1,145,53.3,3.0,1,0,0
9123, 3 Series,2017,23488,Automatic,16730,1,145,51.4,3.0,1,0,0
9124, 2 Series,2016,14718,Manual,23130,2,145,47.1,1.5,0,1,0
9125, 3 Series,2017,18999,Manual,28772,1,145,60.1,2.0,0,1,0
9126, 1 Series,2016,12199,Manual,41621,1,30,65.7,2.0,0,1,0
9127, 3 Series,2016,18988,Automatic,32722,3,0,134.5,2.0,1,0,0
9128, X3,2019,33988,Automatic,7765,1,145,54.3,2.0,1,0,0
9129, 3 Series,2018,22988,Automatic,21276,1,145,56.5,3.0,1,0,0
9130, X6,2019,58988,Automatic,5000,2,145,26.4,3.0,1,0,0
9131, 5 Series,2017,27488,Automatic,23500,2,145,39.2,3.0,1,0,0
9132, 1 Series,2016,12999,Automatic,68949,2,200,43.5,2.0,1,0,0
9133, 2 Series,2016,12799,Manual,57561,1,30,67.3,1.5,0,1,0
9134, 5 Series,2017,25176,Automatic,34640,1,145,60.1,3.0,1,0,0
9135, 4 Series,2015,14750,Manual,38974,2,200,42.8,2.0,0,1,0
9136, X1,2016,12999,Manual,58557,1,20,68.9,2.0,0,1,0
9137, 1 Series,2016,11788,Manual,17084,1,0,78.5,1.5,0,1,0
9138, 3 Series,2016,16999,Automatic,23157,3,0,134.5,2.0,1,0,0
9139, 3 Series,2019,24988,Automatic,6332,1,145,54.3,2.0,1,0,0
9140, 1 Series,2019,30488,Automatic,5000,2,145,34.5,2.0,1,0,0
9141, 1 Series,2019,26988,Automatic,5000,1,145,51.4,2.0,1,0,0
9142, M4,2019,44988,Automatic,5000,2,145,34.0,3.0,1,0,0
9143, M5,2019,74988,Automatic,2684,2,145,24.1,4.4,1,0,0
9144, X2,2019,28988,Automatic,9401,1,145,58.9,2.0,1,0,0
9145, X7,2020,66988,Automatic,5000,1,145,33.6,3.0,1,0,0
9146, 1 Series,2020,25988,Automatic,5000,2,145,40.4,1.5,1,0,0
9147, 3 Series,2017,24488,Automatic,24122,1,145,51.4,3.0,1,0,0
9148, 1 Series,2019,24488,Automatic,7932,2,145,47.9,2.0,1,0,0
9149, 1 Series,2017,21988,Manual,10417,2,145,36.2,3.0,0,1,0
9150, 3 Series,2017,26488,Automatic,16074,1,145,49.6,3.0,1,0,0
9151, M4,2018,36991,Manual,9662,2,145,31.0,3.0,0,1,0
9152, M4,2016,31491,Semi-Auto,27817,2,305,34.0,3.0,0,0,1
9153, Z4,2016,15991,Manual,25921,2,205,41.5,2.0,0,1,0
9154, 3 Series,2017,12991,Automatic,46567,1,30,67.3,2.0,1,0,0
9155, X1,2017,17988,Automatic,44775,1,125,57.6,2.0,1,0,0
9156, 3 Series,2018,24988,Automatic,23288,1,145,51.4,3.0,1,0,0
9157, X2,2019,27988,Automatic,5599,2,145,39.2,2.0,1,0,0
9158, 2 Series,2020,26988,Automatic,5000,2,145,47.9,2.0,1,0,0
9159, 4 Series,2016,20991,Automatic,14613,1,125,60.1,2.0,1,0,0
9160, X3,2011,10991,Automatic,29670,1,165,50.4,2.0,1,0,0
9161, 1 Series,2014,10400,Automatic,25975,2,145,48.7,1.6,1,0,0
9162, 1 Series,2016,10990,Manual,36681,1,0,83.1,1.5,0,1,0
9163, 2 Series,2016,16181,Manual,28895,1,125,60.1,2.0,0,1,0
9164, 2 Series,2020,34988,Automatic,5000,2,145,36.2,2.0,1,0,0
9165, X1,2016,18988,Automatic,38635,1,145,55.4,2.0,1,0,0
